series_id,value,date,value_10yravg,sd_10yravg,value_1yravg,sd_1yravg,zscore_10yravg,zscore_1yravg
LES1252881600Q,336,2014-10-01,NA,NA,333.9166666666667,2.4664414311581235,NA,0.8446717229993498
LES1252881600Q,336,2014-11-01,NA,NA,334.0833333333333,2.539088359425425,NA,0.754864106856215
LES1252881600Q,336,2014-12-01,NA,NA,334.25,2.598076211353316,NA,0.6735753140545634
LES1252881600Q,341,2015-01-01,NA,NA,334.75,3.250874008352495,NA,1.9225598974127658
LES1252881600Q,341,2015-02-01,NA,NA,335.25,3.7203372281164366,NA,1.5455588156214424
LES1252881600Q,341,2015-03-01,NA,NA,335.75,4.070403151799809,NA,1.2897985295826555
LES1252881600Q,339,2015-04-01,NA,NA,336.5,3.729489363048366,NA,0.6703330554498698
LES1252881600Q,339,2015-05-01,NA,NA,337.25,3.165869118066518,NA,0.5527707983925666
LES1252881600Q,339,2015-06-01,NA,NA,338,2.215646837627989,NA,0.45133546692422
LES1252881600Q,340,2015-07-01,NA,NA,338.3333333333333,2.188122205883115,NA,0.7616881096428649
LES1252881600Q,340,2015-08-01,NA,NA,338.6666666666667,2.1033883198882757,NA,0.6338978498293345
LES1252881600Q,340,2015-09-01,NA,NA,339,1.954016841836789,NA,0.511766315719159
LES1252881600Q,345,2015-10-01,NA,NA,339.75,2.378884383296277,NA,2.2069168375158235
LES1252881600Q,345,2015-11-01,NA,NA,340.5,2.5045413298101655,NA,1.7967361713855536
LES1252881600Q,345,2015-12-01,NA,NA,341.25,2.378884383296277,NA,1.5763691696541595
LES1252881600Q,346,2016-01-01,NA,NA,341.6666666666667,2.7413776673693677,NA,1.5807137356202332
LES1252881600Q,346,2016-02-01,NA,NA,342.0833333333333,2.9987371079213068,NA,1.3061053789345602
LES1252881600Q,346,2016-03-01,NA,NA,342.5,3.1766191290283907,NA,1.1018003285368743
LES1252881600Q,345,2016-04-01,NA,NA,343,3.0451153135353137,NA,0.6567895774291853
LES1252881600Q,345,2016-05-01,NA,NA,343.5,2.8123105996832765,NA,0.5333692516640696
LES1252881600Q,345,2016-06-01,NA,NA,344,2.449489742783178,NA,0.4082482904638631
LES1252881600Q,347,2016-07-01,NA,NA,344.5833333333333,2.2343733444579583,NA,1.0815858829773815
LES1252881600Q,347,2016-08-01,NA,NA,345.1666666666667,1.80067327475704,NA,1.0181376927364467
LES1252881600Q,347,2016-09-01,NA,NA,345.75,0.8660254037844386,NA,1.4433756729740645
LES1252881600Q,349,2016-10-01,NA,NA,346.0833333333333,1.2401124093721456,NA,2.3519373281196017
LES1252881600Q,349,2016-11-01,NA,NA,346.4166666666667,1.4433756729740645,NA,1.7897858344878266
LES1252881600Q,349,2016-12-01,NA,NA,346.75,1.5447859516333116,NA,1.4565124686828368
LES1252881600Q,352,2017-01-01,NA,NA,347.25,2.137330535547045,NA,2.222398417558868
LES1252881600Q,352,2017-02-01,NA,NA,347.75,2.490892501603683,NA,1.7062157428567353
LES1252881600Q,352,2017-03-01,NA,NA,348.25,2.70100991213556,NA,1.3883695810042598
LES1252881600Q,354,2017-04-01,NA,NA,349,2.9541957835039856,NA,1.692508000965825
LES1252881600Q,354,2017-05-01,NA,NA,349.75,2.9886147596868655,NA,1.4220635116067275
LES1252881600Q,354,2017-06-01,NA,NA,350.5,2.8123105996832765,NA,1.244528253882829
LES1252881600Q,352,2017-07-01,NA,NA,350.9166666666667,2.6097137890209456,NA,0.41511576399331335
LES1252881600Q,352,2017-08-01,NA,NA,351.3333333333333,2.309401076758503,NA,0.2886751345948211
LES1252881600Q,352,2017-09-01,NA,NA,351.75,1.864744681524183,NA,0.13406661108997395
LES1252881600Q,345,2017-10-01,NA,NA,351.4166666666667,2.6097137890209456,NA,-2.458762602114291
LES1252881600Q,345,2017-11-01,NA,NA,351.0833333333333,3.1466673086799553,NA,-1.933262317421573
LES1252881600Q,345,2017-12-01,NA,NA,350.75,3.570714214271425,NA,-1.6103220966322112
LES1252881600Q,351,2018-01-01,NA,NA,350.6666666666667,3.550501458394378,NA,0.093883452024846
LES1252881600Q,351,2018-02-01,NA,NA,350.5833333333333,3.528026317499587,NA,0.11810191568014979
LES1252881600Q,351,2018-03-01,NA,NA,350.5,3.5032452487268535,NA,0.14272480642961255
LES1252881600Q,351,2018-04-01,NA,NA,350.25,3.333712099692528,NA,0.2249744361755694
LES1252881600Q,351,2018-05-01,NA,NA,350,3.1333978072025612,NA,0.3191423692521127
LES1252881600Q,351,2018-06-01,NA,NA,349.75,2.8959218974902683,NA,0.43164147523567686
LES1252881600Q,354,2018-07-01,NA,NA,349.9166666666667,3.088345639315455,NA,1.3221749798181277
LES1252881600Q,354,2018-08-01,NA,NA,350.0833333333333,3.2601821849074444,NA,1.2013643546665411
LES1252881600Q,354,2018-09-01,NA,NA,350.25,3.4145410978769766,NA,1.0982442127674488
LES1252881600Q,355,2018-10-01,NA,NA,351.0833333333333,3.2321772378645477,NA,1.2117734822160835
LES1252881600Q,355,2018-11-01,NA,NA,351.9166666666667,2.7784342658585555,NA,1.1097377293468351
LES1252881600Q,355,2018-12-01,NA,NA,352.75,1.864744681524183,NA,1.2065994998097656
LES1252881600Q,355,2019-01-01,NA,NA,353.0833333333333,1.880924981991251,NA,1.019002185104478
LES1252881600Q,355,2019-02-01,NA,NA,353.4166666666667,1.8319554050414562,NA,0.8642859585861395
LES1252881600Q,355,2019-03-01,NA,NA,353.75,1.712255291076124,NA,0.730031325652611
LES1252881600Q,358,2019-04-01,NA,NA,354.3333333333333,1.874873733122184,NA,1.955687256101599
LES1252881600Q,358,2019-05-01,NA,NA,354.9166666666667,1.8319554050414562,NA,1.6830831825098604
LES1252881600Q,358,2019-06-01,NA,NA,355.5,1.5666989036012806,NA,1.5957118462605635
LES1252881600Q,360,2019-07-01,NA,NA,356,1.954016841836789,NA,2.047065262876636
LES1252881600Q,360,2019-08-01,NA,NA,356.5,2.15322168769582,NA,1.625471274044884
LES1252881600Q,360,2019-09-01,NA,NA,357,2.215646837627989,NA,1.35400640077266
LES1252881600Q,362,2019-10-01,NA,NA,357.5833333333333,2.539088359425425,NA,1.7394694636251813
