date,series_id,value,value_10yravg,sd_10yravg,value_2yravg,sd_2yravg,zscore_10yravg,zscore_2yravg
2020-01-01,BOPGSTB,-123730,-128456.675,11428.776167487858,-142095.75,10301.673785638637,0.4135766534168607,1.7827928142709522
2020-04-01,BOPGSTB,-125867,-128615.375,11345.25430818136,-140426.5,11806.102259909007,0.24224886682514246,1.2332181849246675
2020-07-01,BOPGSTB,-155044,-129218.975,12087.879505855315,-143198.375,12368.032098201511,-2.136439644975818,-0.9577615020681037
2020-10-01,BOPGSTB,-177727,-130373.125,14315.866512705941,-146776,17426.20453717414,-3.307789644306296,-1.7761182553535586
2021-01-01,BOPGSTB,-187403,-132030.55,16832.098500963977,-150663.875,22566.189022122075,-3.289693795270318,-1.6280606780340234
2021-04-01,BOPGSTB,-194114,-133453.7,19477.931821975824,-156864.5,27010.78906659337,-3.1143090834500446,-1.3790600455308337
2021-07-01,BOPGSTB,-202081,-134998.425,22282.395166435883,-163434.75,31058.261158897574,-3.0105639227261767,-1.2443146704923826
2021-10-01,BOPGSTB,-216414,-137043.8,25732.696051162973,-172797.5,34594.001061290546,-3.0844105818602294,-1.260811084636443
2022-01-01,BOPGSTB,-224666,-139099.4,29222.481647368164,-185414.5,32483.900605860566,-2.92810860598851,-1.2083370305879602
2022-04-01,BOPGSTB,-267682,-142225.075,35602.59025248779,-203141.375,34005.307593867925,-3.5238145345684075,-1.8979573944991581
2022-07-01,BOPGSTB,-244820,-144973.35,39093.580329144606,-214363.375,30497.800014040826,-2.5540420999906073,-0.9986499021561598
2022-10-01,BOPGSTB,-203136,-146921,40014.540068868424,-217539.5,27291.9099891734,-1.4048643293974943,0.5277571267717729
2023-01-01,BOPGSTB,-208092,-149044.975,40963.06803318895,-220125.625,24904.046544042943,-1.4414697881554948,0.48319958681086095
2023-04-01,BOPGSTB,-196589,-151073.375,41264.74314042816,-220435,24547.572233755185,-1.103014862957117,0.9714198932963946
2023-07-01,BOPGSTB,-202087,-153260.2,41599.493894357256,-220435.75,24546.931439009408,-1.1737354335126438,0.7474966899871076
2023-10-01,BOPGSTB,-182489,-155000.175,41322.26908772476,-216195.125,28024.94057818347,-0.6652302888218177,1.2027188748524646
2024-01-01,BOPGSTB,-193041,-157228.6,40897.40670344107,-212242,28876.884636084174,-0.8756643241388401,0.6649262980400138
2024-04-01,BOPGSTB,-199774,-159210.65,40992.40377445183,-203753.5,18293.40876615712,-0.9895333345950493,0.21753736828764744
2024-07-01,BOPGSTB,-221458,-161691.975,41692.93890317609,-200833.25,11347.187489795497,-1.433480742117873,-1.8176089906461665
2024-10-01,BOPGSTB,-231351,-164537.2,42478.68010661348,-204360.125,15710.91648174697,-1.5728784376611973,-1.7179694788243671
2025-01-01,BOPGSTB,-250950,-167718.125,44077.12285981651,-209717.375,22850.191677454888,-1.8883236835741708,-1.8044761103987639
2025-04-01,BOPGSTB,-390600,-174445.625,55815.3463180097,-233968.75,67077.83868600504,-3.87266924348106,-2.3350670365692503
