date,payment_value,gdp_value,value,value_10yravg,sd_10yravg,value_2yravg,sd_2yravg,zscore_10yravg,zscore_2yravg
2017-07-01,471.214,19506.949,0.0241562122298059,0.02371388257961966,7.997008173784645e-4,0.023914140179546062,2.1446868260467135e-4,-0.553118917192383,-1.128705819982338
2017-10-01,481.457,19660.766,0.02448821170039865,0.02380599239972007,7.176397100832011e-4,0.024130759010971812,3.708350213427951e-4,-0.9506431863970933,-0.9639129770767121
2018-01-01,493.441,19882.352,0.024818039636356905,0.023882844586011493,6.975093121854485e-4,0.024487487855520487,3.3091429703030814e-4,-1.3407635339164747,-0.9989045012646983
2018-04-01,507.619,20044.077,0.025325137196389735,0.023958008272311804,7.277606318200586e-4,0.024877129511048434,4.215801008447571e-4,-1.8785420154685675,-1.0626869827195091
2018-07-01,531.778,20150.476,0.026390344327349886,0.02405251808236502,8.478238022434718e-4,0.025511173720032174,8.024915584766963e-4,-2.757443514558827,-1.0955512217306924
2018-10-01,551.891,20276.154,0.0272187220515291,0.02415053053513906,0.0010260571633944442,0.026311401191756244,9.492575598310033e-4,-2.9902734719376873,-0.9558215790605739
2019-01-01,571.229,20304.874,0.028132605009023943,0.024256693866255594,0.0012514035713818037,0.027247223795967643,8.71479966954988e-4,-3.0972511437605657,-1.015951308840619
2019-04-01,579.714,20431.641,0.028373345048496108,0.024355747337897183,0.0014474192562399972,0.02790822403634972,6.091376543565023e-4,-2.7756972924593764,-0.7635729113442254
2019-07-01,586.409,20602.275,0.028463312910831446,0.024465800069363705,0.0016253889700138357,0.028323087656117168,1.7098620761929457e-4,-2.459419200705978,-0.8200968760386426
2019-10-01,578.256,20843.322,0.027742986458684463,0.024568427067827723,0.001732045016210921,0.028193214806004008,3.924955128544309e-4,-1.8328388472266794,1.1470917056993877
2020-01-01,564.241,20985.448,0.026887250631961727,0.02465382218144364,0.001782080609468924,0.027697850000492547,7.890000327075948e-4,-1.2532701599753497,1.0273755829250124
2020-04-01,544.125,20693.238,0.026294821525756382,0.02472706793215498,0.0018034536522319121,0.026975019538800857,7.280610922144169e-4,-0.8693062844510515,0.9342595289299626
2020-07-01,514.787,19056.617,0.02701355649851178,0.024833089612903737,0.0018421519821254413,0.0267318762187433,3.8373284519005506e-4,-1.1836520041588867,-0.7340530874519527
2020-10-01,508.165,20548.793,0.024729676336707463,0.02488165499346633,0.001818652030843497,0.02601268478699188,0.0011677876531678752,0.08356664946420693,1.0986658805682519
2021-01-01,517.026,20771.691,0.024890895979532913,0.024934924529440485,0.001793742845054361,0.025544709604917382,0.001274610270209926,0.02454563095761815,0.5129517944938475
2021-04-01,534.023,21058.379,0.02535916938336042,0.025002455819363268,0.0017693329612450427,0.024993247233200264,3.2698961495980993e-4,-0.2016090650038762,-1.1190635219565965
2021-07-01,561.224,21389.005,0.026238901716091983,0.025090752372515773,0.0017624975201491811,0.02549632235966177,6.843888300011036e-4,-0.651433168245836,-1.085025535014963
2021-10-01,588.462,21571.421,0.027279704939234185,0.025198114143242564,0.0017952660530596081,0.026292592012895532,9.613928392296134e-4,-1.1594887523462274,-1.0267529422516295
2022-01-01,612.643,21960.388,0.02789764005991151,0.025321500866880044,0.0018503772365676167,0.027138748905079224,8.383046439020891e-4,-1.3922237812491214,-0.9052689381509889
2022-04-01,637.093,21903.85,0.02908589129308318,0.025490414113544614,0.001955627063831782,0.028087745430742956,9.179773010384307e-4,-1.8385290559917502,-1.0873317468864467
2022-07-01,684.952,21919.222,0.031248919327519924,0.025735139786843244,0.002195345969141189,0.02941081689350487,0.001699102900572106,-2.511576588920811,-1.0818076017621685
2022-10-01,752.73,22066.784,0.03411145004183664,0.026106670177357592,0.0026137409450592017,0.031482086887479915,0.0025208799093880663,-3.0625758377511043,-1.0430338805766404
2023-01-01,824.592,22249.459,0.03706121573562755,0.026586229088083325,0.003213335520206228,0.03414052836832804,0.00290625730893341,-3.259848397926388,-1.0049651688863714
2023-04-01,863.748,22403.435,0.03855426634353169,0.027115027032254525,0.003801575365044885,0.03657564404033196,0.002260860251343723,-3.009078661562219,-0.8751634701984601
2023-07-01,896.662,22539.418,0.0397819500042104,0.027674140835695027,0.00436805292075823,0.038465810694456544,0.0013625223086064452,-2.7719007503264486,-0.9659579894144785
2023-10-01,968.382,22780.933,0.04250844335480026,0.028308307696661032,0.005064229566650245,0.040281553234180784,0.0020238778371381096,-2.80400709945145,-1.1003085659401446
2024-01-01,1030.742,22960.6,0.044891771120963736,0.029012068757717526,0.005823211295744857,0.042394054826658124,0.0025568303645006393,-2.726966540755587,-0.9768799404857769
2024-04-01,1067.309,23053.545,0.04629695779976572,0.02976092023233686,0.00653502169759003,0.044565724091843235,0.0019151867856234581,-2.5303722516372025,-0.9039503201035861
2024-07-01,1096.791,23223.906,0.04722681016707525,0.030540535397701993,0.007168502199136759,0.04613851302926824,0.001175555356284783,-2.327721231833149,-0.9257727694308311
2024-10-01,1116.96,23400.294,0.04773273361437254,0.03134003141475738,0.007702419279398428,0.04708550052707117,7.282440238141549e-4,-2.128253683029244,-0.8887585289220896
2025-01-01,1124.404,23542.349,0.04776090949972749,0.0321268546570881,0.008136668543195587,0.04757348442705842,3.005590657924766e-4,-1.9214319422798176,-0.6235881528806697
2025-04-01,1114.311,23512.717,0.04739184331610847,0.03289030904427843,0.008463188053775871,0.047628495476736164,2.0543041151738505e-4,-1.7134836399340256,1.1519821183226724
2025-07-01,1130.246,23685.287,0.047719328881258655,0.03365368535244182,0.008738336074683224,0.04762402723236487,2.0214911620925567e-4,-1.6096478103615088,-0.47144232278083753
